https://api.github.com/repos/twbs/bootstrap,33392,v4-sass-vars::v4-dev,1,merged,docs::v4::,Manually backports #33386 to fix #33070 in v4 to properly document Sass default variables.,c491a22450e7a59da4eb42474686c0f14983cb3a::
https://api.github.com/repos/twbs/bootstrap,33165,patrickhlauke-carousel-v4::v4-dev,1,merged,v4::,Manual backport of #32627,2faebae09b3e49e3b138734d70e1837458866312::
https://api.github.com/repos/twbs/bootstrap,33164,patrickhlauke-32630-followup::main,1,merged,no-backport-to-v4::skip-changelog::v5::,noticed while backporting #32630,80de6d706b7d3640b7ccc121c74eb95e9afda2a0::
https://api.github.com/repos/twbs/bootstrap,33148,main-xmr-change-version-script::main,1,merged,backport-to-v4::build::v4::v5::,"I have this patch around for some time now. Using globby is a little slower than on main, but we get to simplify the script a lot. So, apart from adding a couple of command line options, and not writing the files back to disk if they are changed, this changes the logic of the script: we only replace the version in the files we have in the glob and not all file types. I could split the patches but I thought it might make sense to make all the changes in the same PR. Please check the individual commits in case I missed something. If merged, I will backport it to v4-dev.Not 100% sure about this patch since it blindly replaces the string, but I don't think we want to introduce semver to check if the args are valid versions before replacing.::I would move the 'v' replacement exactly after the initialization and maybe I would prefer `map` instead of `forEach`::Not sure what you mean about `v`? As for map, I find this shorter, but feel free to push to this branch what you have in mind.:: line 67 to move to line 60 ` [oldVersion, newVersion].map(arg => arg.startsWith('v')? arg.slice(1):arg)`::```suggestion [oldVersion, newVersion].map(arg => arg.startsWith('v')? arg.slice(1):arg) ```::",42c3a000440f87ba42e500aad9b3f1192ff719c1::
https://api.github.com/repos/twbs/bootstrap,33129,main-xmr-ren-docs-dist::main,1,merged,backport-to-v4::build::v4::v5::,"TODO: - [x] update netlify's settings before the merge After merging: - [ ] manually backport it to v4-dev - [ ] update gh-pages's .gitignore @mdo this reminds me that we should probably nuke this script if you don't use it. I don't use it, but if you do we can keep it.::Nuke it, I don't use it.::Cool, I'll do it in a separate PR later.::",48cb689eda5713774fcba48aad0ee32f99439f03::60f67116106d4f6909c6e13f9aebbafef5382188::e45caec42a0d9d33ea56c8d324d85c9b7d9d3154::7e1a8ad9c7c1971c4143ec7d33b3f0a7115c4f4f::
https://api.github.com/repos/twbs/bootstrap,32798,v4-dev-xmr::v4-dev,1,merged,v4::,"Hopefully the last backports PR :) TODO: - [x] make sure `npm run release-zip-examples` doesn't break anything@rohit2sharma95 please also check the JS changes; they should be fine but let's confirm. Note that this change has landed in main already. My only concern is https://developer.mozilla.org/en-US/docs/Web/JavaScript/Reference/Global_Objects/RegExp/test#using_test_on_a_regex_with_the_global_flag::I moved the deps updates to another branch and I'll make a PR after 4.6.0::But the `distFolder` is removed in the end. So initially it would not exist IMO :thinking: ::True, but I might have it locally while testing.::And also the zip file is updated if it already exists. When `release-zip-examples` script is executed in real? At the time of release? :thinking: ::It shouldn't be updated since it's removed beforehand: ```js sh.rm('-rf', [distFolder, `${distFolder}.zip`]) ```::Updated if I remove this full line from the code. Not sure if it is needed. Because the `distFolder` is removed in the end and zip if updated when creating again.::Not sure what you mean. I want to remove the folder and the zip file so that we are safe. I definitely don't want the zip file to be updated, which is what we do on main right now. This just backports the main patches::Okay, understood :+1: ::",4018b1a059ed3b784387ed6bd8be7fba5a002a5f::2cc1944004b8f310c0c6c6e30900bed9143101c6::3fb75972f8a884b860d4e6c0379511b18f74aff6::3392c6b413669a75774043dfdfabe3e7eab14acb::
https://api.github.com/repos/twbs/bootstrap,32791,v4-docs-sass-compiler-precision::v4-dev,0,merged,docs::v4::,"@XhmikosR Here is the backport you requested in #32512. This makes changes similar to those made to the v5 docs to update and clarify the Sass compiler used and the minimum rounding precision we recommend with it. The details added are linked to from several places now instead of bits of the info being spread throughout the docs. I added some notes about Node Sass being deprecated and how Dart Sass should be a mostly drop in replacement if the user would need support for newer Sass features or CSS standards. It's still made clear that we build Bootstrap v4 with Node Sass, so I think this is a good balance of telling them it's still alright to compile with it while also giving them options if they need newer features.I'd change this to link to the GitHub repo only::Done::",07e42d264ef5533507d22558cbe2003f0ab007c0::c26aa4dcbc7ec85314bf8497f1abc752d14ddfc8::9aaf2c4aba9e65dd00e246d0266518f385d8c4f4::1d88821f99bbfcfe5fff9b15fc59885b3d3c0d03::42310bc54cd3ac4125d3ea91db44582020eb9657::
https://api.github.com/repos/twbs/bootstrap,32789,patrickhlauke-v4-backport-carousel-examples-CTA-no-role::v4-dev,1,merged,docs::v4::,"They're links, acting as links. Just because they're styled as buttons visually (as is often the case for ""Call to action"" (CTA) links) doesn't mean they need/get `role=""button""` (sorry, manual backport of https://github.com/twbs/bootstrap/pull/32788 - forgot to add the label to that one)",c70ac71079b660df206d686a51f79a5d5161fc19::
https://api.github.com/repos/twbs/bootstrap,32785,dropdown-disabled-color::main,1,merged,backport-to-v4::css::v4::v5::,Fixes #32474. Unclear if we backport. /cc @twbs/css-review,f5b4c81bf2d3d1361cf1a49c88b195c646e7c21b::a0c53939aceb65b68476a059628a752ed0108730::
https://api.github.com/repos/twbs/bootstrap,32778,code-conventions-docs::main,1,merged,backport-to-v4::docs::v4::v5::,Fixes #27815 for v5. Should be backported to v4.,f8b8fc8c502c68a67ba1cc8b66ab233ec153e725::ec54b13c0f0b8177fe8d627916618e66ce82a290::72c9319a90e54fee9a888ab44635b14e36f62530::
