https://api.github.com/repos/electron/electron,29075,use-executors::master,1,merged,no-backport::semver/none::,"Precursor to setup workflows, having better usage of built-in circle features instead of YAML templating everything Notes: no-notes::",1e51648563a41294165c4f47780b81b8cc3b40aa::
https://api.github.com/repos/electron/electron,29060,cherry-pick/roller/chromium/master/chromium/82434206f306::roller/chromium/master,1,merged,backport-check-skip::roller/chromium/master::semver/patch::,"Revert ""Experiment on Canary: Enable BackupRefPtr (15th round, Win & Android)"" This reverts commit 0f25421a49f714ee2553e6b249924ed874cefc9e. Reason for revert: build triggered, keep the branch clean Original change's description: > Experiment on Canary: Enable BackupRefPtr (15th round, Win & Android) > > PS1: CheckedPtr rewrite generated by rewrite-multiple-platforms.sh > on beece242e447f48499bbf0fcc0b71fb21e0c7aba then rebased on top of > branch-heads/4500 (no conflicts) > PS2: Enable and configure BRP + clang.gni workaround > PS3: Apply a build break workaround (crrev.com/c/2879256) > > More details here: > https://docs.google.com/document/d/1zKoTPWl_lEBmQcSSpKtXSjWXMs-1oWRwZp8dCu3KRyA/edit?resourcekey=0-3tbMv2PBZnCHFvHcSPS7NQ#heading=h.c0uts5ftkk58 > > Bug: 1073933 > Change-Id: I7aa94325c81f017557d5bd532149c764f42afcc8 > Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2878241 > Reviewed-by: Keishi Hattori <keishi@chromium.org> > Owners-Override: Keishi Hattori <keishi@chromium.org> > Cr-Commit-Position: refs/branch-heads/4500@{#3} > Cr-Branched-From: f5a12ae8f39eee9ae079f08d0d3c67ab4cc35421-refs/heads/master@{#880109} Bug: 1073933 Change-Id: I6abbe170f0e86adb0b282324523370edb6874437 No-Presubmit: true No-Tree-Checks: true No-Try: true Reviewed-on: https://chromium-review.googlesource.com/c/chromium/src/+/2878271 Bot-Commit: Rubber Stamper <rubber-stamper@appspot.gserviceaccount.com> Owners-Override: Ben Mason <benmason@chromium.org> Cr-Commit-Position: refs/branch-heads/4500@{#5} Cr-Branched-From: f5a12ae8f39eee9ae079f08d0d3c67ab4cc35421-refs/heads/master@{#880109} Notes: none::",9b12222b3b08410ec5feb8da7b893ff6c5453451::
https://api.github.com/repos/electron/electron,29049,miniak/webview-get-webcontents-id::master,1,merged,no-backport::semver/none::,"#### Description of Change Simpifies `<webview>` implementation for upcoming refactoring to use `contextBridge` when `contextIsolation` is enabled. #### Checklist - [x] PR description included and stakeholders cc'd - [x] `npm test` passes #### Release Notes Notes: no-notes::As discussed we should find a way to make this property not-impersonatable, either by checking ""is this frame a webview"" in another way, or by using a `symbol` instead here.::I've removed this change from this PR to avoid mixing it with a different change. I will address this separately::",4aff07837ee92a60b4a027f917d7542770ebb240::
https://api.github.com/repos/electron/electron,29048,trop/13-x-y-bp-chore-cherry-pick-7abc7e45b2-from-node-1620313479267::13-x-y,1,merged,13-x-y::backport::semver/patch::,Backport of #29021 See that PR for details. Notes: Improved performance of `napi_threadsafe_function` ::,e9a185cf49ef2e11f9eff6b72b0ecf0cce5c8df6::
https://api.github.com/repos/electron/electron,29047,trop/12-x-y-bp-chore-cherry-pick-7abc7e45b2-from-node-1620313477600::12-x-y,1,merged,12-x-y::backport::semver/patch::,"Backport of #29021 See that PR for details. Notes: Improved performance of `napi_threadsafe_function` ::In short, these two lines have to be removed.::@indutny yep this is a known issue with some of our backport automation - i'll handle it!::Thanks @codebytere . You rock!::",481c4ec5c0b65aae92bde7f67ce39d92d20767b4::
https://api.github.com/repos/electron/electron,29044,trop/13-x-y-bp-chore-update-force-warn-context-aware-patch-1620302027183::13-x-y,1,closed,13-x-y::backport::semver/patch::,Backport of #29011 See that PR for details. Notes: none::,871aa7690c56ce99e73791c8f43dd1a45bcf73d0::097678eb04b1bd9a16cb1f86a377b59038e4ef98::
https://api.github.com/repos/electron/electron,29043,trop/13-x-y-bp-docs-menu-must-be-added-on-whenready-1620289176504::13-x-y,1,merged,13-x-y::backport::semver/none::,"Backport of #28958 See that PR for details. Notes: none <!-- Please add a one-line description for app developers to read in the release notes, or 'none' if no notes relevant to app developers. Examples and help on special cases: https://github.com/electron/clerk/blob/master/README.md#examples --> ::",d105cb4e07cad15112e34cca6cf852ef12bc42c9::9346e96178635a9ca17721fb923e4d556f331064::559f11e1290c4697b226adc98bf8b757db15a0da::a6f37d5ff52d422eb4e69d076a162112678894bd::
https://api.github.com/repos/electron/electron,29042,trop/12-x-y-bp-docs-menu-must-be-added-on-whenready-1620289174660::12-x-y,1,merged,12-x-y::backport::semver/none::,"Backport of #28958 See that PR for details. Notes: none <!-- Please add a one-line description for app developers to read in the release notes, or 'none' if no notes relevant to app developers. Examples and help on special cases: https://github.com/electron/clerk/blob/master/README.md#examples --> ::",b4d083d240b54e61c28ac2049e92955d86579a88::eca07f57995404fa2d2de57795b9df22021ff6a7::e6e12d9053715451dac413bf3db87488efd9d324::31279ea9538d92a7c89449adcce219167cfa6f81::
https://api.github.com/repos/electron/electron,29039,miniak/webview-cleanup::master,1,merged,new-pr 🌱::no-backport::semver/patch::,#### Description of Change Simpifies `<webview>` implementation for upcoming refactoring to use `contextBridge` when `contextIsolation` is enabled. #### Checklist - [x] PR description included and stakeholders cc'd - [x] `npm test` passes #### Release Notes Notes: no-notes::,aeae0de9086e857bc16c8289f9d72acb070cecd3::
https://api.github.com/repos/electron/electron,29036,trop/13-x-y-bp-test-attempt-to-fix-flaky-nativetheme-spec-1620263100961::13-x-y,1,merged,13-x-y::backport::semver/none::,Backport of #29022 See that PR for details. Notes: none::,884456787c52e6837e8cbea4f83e59a52c80eceb::
